Year,State,Smoke everyday,Smoke some days,Former smoker,Never smoked
2002,Nevada,0.21100000000000002,0.05,0.247,0.49200000000000005
2002,New Hampshire,0.18600000000000003,0.046,0.302,0.466
2002,New Jersey,0.14,0.05,0.26,0.55
2002,New Mexico,0.15,0.062,0.26,0.528
2002,New York,0.16899999999999998,0.054000000000000006,0.25,0.527
2002,North Carolina,0.212,0.051,0.24100000000000002,0.49700000000000005
2002,North Dakota,0.16399999999999998,0.051,0.265,0.52
2002,Ohio,0.214,0.052000000000000005,0.247,0.48700000000000004
2002,Oklahoma,0.218,0.048,0.218,0.516
2002,Oregon,0.17300000000000001,0.051,0.281,0.494
2002,Pennsylvania,0.195,0.051,0.257,0.49700000000000005
2002,Puerto Rico,0.08800000000000001,0.044000000000000004,0.16899999999999998,0.698
2002,Rhode Island,0.175,0.049,0.29600000000000004,0.48
2002,South Carolina,0.21,0.055999999999999994,0.226,0.509
2002,South Dakota,0.175,0.051,0.22399999999999998,0.55
2002,Tennessee,0.22899999999999998,0.049,0.187,0.536
2002,Texas,0.166,0.062,0.209,0.562
2002,Utah,0.099,0.027999999999999997,0.171,0.701
2002,Vermont,0.16699999999999998,0.044000000000000004,0.32299999999999995,0.465
2002,Virginia,0.19399999999999998,0.053,0.22399999999999998,0.53
2002,Virgin Islands,0.07,0.024,0.121,0.785
2002,Washington,0.16399999999999998,0.05,0.285,0.501
2002,West Virginia,0.23800000000000002,0.047,0.242,0.474
2002,Wisconsin,0.185,0.049,0.273,0.494
2002,Wyoming,0.192,0.044000000000000004,0.265,0.498
2001,Alabama,0.174,0.065,0.23399999999999999,0.528
2001,Alaska,0.19,0.07200000000000001,0.26899999999999996,0.469
2001,Arizona,0.155,0.06,0.254,0.53
2001,Arkansas,0.201,0.054000000000000006,0.23600000000000002,0.508
2001,California,0.121,0.051,0.259,0.569
2001,Colorado,0.154,0.069,0.26,0.517
2001,Connecticut,0.149,0.057999999999999996,0.289,0.505
2001,Delaware,0.19,0.06,0.254,0.495
2001,District of Columbia,0.122,0.085,0.233,0.5589999999999999
2001,Florida,0.175,0.049,0.275,0.501
2001,Georgia,0.175,0.061,0.212,0.551
2001,Guam,0.265,0.047,0.11800000000000001,0.57
2001,Hawaii,0.165,0.04,0.24,0.555
2001,Idaho,0.152,0.044000000000000004,0.244,0.56
2001,Illinois,0.174,0.063,0.237,0.525
2001,Indiana,0.215,0.059000000000000004,0.226,0.5
2001,Iowa,0.17,0.051,0.24600000000000002,0.532
2001,Kansas,0.16899999999999998,0.054000000000000006,0.243,0.535
2001,Kentucky,0.262,0.047,0.23600000000000002,0.455
2001,Louisiana,0.19,0.055999999999999994,0.19899999999999998,0.5539999999999999
2001,Maine,0.182,0.057,0.319,0.442
2001,Maryland,0.153,0.057999999999999996,0.247,0.542
2001,Massachusetts,0.14800000000000002,0.047,0.299,0.506
2001,Michigan,0.19699999999999998,0.059000000000000004,0.257,0.48700000000000004
2001,Minnesota,0.16899999999999998,0.053,0.28300000000000003,0.495
2001,Mississippi,0.196,0.057,0.21100000000000002,0.536
2001,Missouri,0.2,0.059000000000000004,0.245,0.496
2001,Montana,0.166,0.054000000000000006,0.273,0.508
2001,Nationwide (States and DC),0.174,0.057,0.247,0.513
2001,"Nationwide (States, DC, and Territories)",0.174,0.055999999999999994,0.247,0.518
2001,Nebraska,0.158,0.044000000000000004,0.223,0.574
2001,Nevada,0.20800000000000002,0.061,0.262,0.469
2001,New Hampshire,0.19,0.051,0.28800000000000003,0.47100000000000003
2001,New Jersey,0.15,0.061,0.262,0.527
2001,New Mexico,0.161,0.077,0.249,0.512
2001,New York,0.166,0.066,0.23800000000000002,0.53
2001,North Carolina,0.213,0.045,0.23800000000000002,0.504
2001,North Dakota,0.156,0.065,0.248,0.531
2001,Ohio,0.21899999999999997,0.057999999999999996,0.23399999999999999,0.49
2001,Oklahoma,0.231,0.055999999999999994,0.218,0.495
2001,Oregon,0.15,0.055,0.287,0.509
2001,Pennsylvania,0.18899999999999997,0.055999999999999994,0.242,0.513
2001,Puerto Rico,0.08,0.045,0.17,0.705
2001,Rhode Island,0.17600000000000002,0.063,0.289,0.473
2001,South Carolina,0.193,0.067,0.213,0.526
2001,South Dakota,0.166,0.057999999999999996,0.252,0.525
2001,Tennessee,0.19699999999999998,0.047,0.191,0.5660000000000001
2001,Texas,0.155,0.069,0.207,0.569
2001,Utah,0.091,0.040999999999999995,0.171,0.6970000000000001
2001,Vermont,0.16899999999999998,0.055,0.3,0.47600000000000003
2001,Virginia,0.179,0.047,0.247,0.528
2001,Virgin Islands,0.069,0.027000000000000003,0.126,0.778
2001,Washington,0.16399999999999998,0.06,0.276,0.499
2001,West Virginia,0.235,0.046,0.247,0.47100000000000003
2001,Wisconsin,0.182,0.054000000000000006,0.287,0.478
2001,Wyoming,0.17300000000000001,0.049,0.26,0.519
2000,Alabama,0.193,0.059000000000000004,0.24,0.508
2000,Alaska,0.18600000000000003,0.064,0.281,0.46799999999999997
2000,Arizona,0.135,0.052000000000000005,0.217,0.597
2000,Arkansas,0.19899999999999998,0.052000000000000005,0.245,0.504
2000,California,0.121,0.051,0.26,0.5670000000000001
2000,Colorado,0.15,0.05,0.262,0.5379999999999999
2000,Connecticut,0.153,0.046,0.278,0.523
2000,Delaware,0.18600000000000003,0.042,0.239,0.532
2000,District of Columbia,0.139,0.07,0.22,0.5710000000000001
2000,Florida,0.177,0.055,0.27399999999999997,0.494
2000,Georgia,0.184,0.051,0.22699999999999998,0.5379999999999999
2000,Hawaii,0.158,0.039,0.242,0.562
2000,Idaho,0.16899999999999998,0.054000000000000006,0.24600000000000002,0.531
2000,Illinois,0.162,0.062,0.226,0.551
2000,Indiana,0.22399999999999998,0.046,0.226,0.505
2000,Iowa,0.183,0.049,0.231,0.537
2000,Kansas,0.16899999999999998,0.042,0.23600000000000002,0.5539999999999999
2000,Kentucky,0.268,0.037000000000000005,0.23,0.465
2000,Louisiana,0.18600000000000003,0.055,0.195,0.565
2000,Maine,0.207,0.031,0.299,0.46299999999999997
2000,Maryland,0.152,0.053,0.235,0.56
2000,Massachusetts,0.153,0.047,0.282,0.519
2000,Michigan,0.191,0.05,0.254,0.504
2000,Minnesota,0.152,0.045,0.231,0.5710000000000001
2000,Mississippi,0.188,0.047,0.205,0.56
2000,Missouri,0.226,0.046,0.247,0.48100000000000004
2000,Montana,0.159,0.028999999999999998,0.298,0.514
2000,Nationwide (States and DC),0.177,0.051,0.243,0.523
2000,"Nationwide (States, DC, and Territories)",0.17600000000000002,0.051,0.243,0.526
2000,Nebraska,0.165,0.048,0.243,0.545
2000,Nevada,0.22,0.071,0.267,0.44299999999999995
2000,New Hampshire,0.19699999999999998,0.055999999999999994,0.297,0.45
2000,New Jersey,0.14800000000000002,0.062,0.22399999999999998,0.5660000000000001
2000,New Mexico,0.16899999999999998,0.066,0.258,0.506
2000,New York,0.159,0.057,0.256,0.529
2000,North Carolina,0.207,0.054000000000000006,0.243,0.496
2000,North Dakota,0.175,0.057999999999999996,0.23399999999999999,0.534
2000,Ohio,0.21100000000000002,0.051,0.23199999999999998,0.506
2000,Oklahoma,0.198,0.035,0.193,0.574
2000,Oregon,0.153,0.054000000000000006,0.28300000000000003,0.509
2000,Pennsylvania,0.193,0.051,0.245,0.511
2000,Puerto Rico,0.092,0.039,0.152,0.716
2000,Rhode Island,0.183,0.051,0.267,0.499
2000,South Carolina,0.188,0.062,0.21899999999999997,0.532
2000,South Dakota,0.168,0.051,0.24600000000000002,0.535
2000,Tennessee,0.21600000000000003,0.04,0.222,0.521
2000,Texas,0.154,0.065,0.21899999999999997,0.562
2000,Utah,0.096,0.033,0.184,0.688
2000,Vermont,0.165,0.049,0.3,0.485
2000,Virginia,0.161,0.053,0.233,0.5529999999999999
2000,Washington,0.14800000000000002,0.059000000000000004,0.28800000000000003,0.505
2000,West Virginia,0.231,0.03,0.253,0.485
2000,Wisconsin,0.18100000000000002,0.06,0.271,0.488
2000,Wyoming,0.182,0.055999999999999994,0.251,0.511
1999,Alabama,0.18100000000000002,0.053,0.242,0.523
1999,Alaska,0.192,0.081,0.257,0.47
1999,Arizona,0.179,0.022000000000000002,0.17800000000000002,0.621
1999,Arkansas,0.226,0.046,0.231,0.49700000000000005
1999,California,0.125,0.062,0.264,0.5489999999999999
1999,Colorado,0.175,0.049,0.258,0.517
1999,Connecticut,0.175,0.053,0.253,0.519
1999,Delaware,0.207,0.048,0.239,0.506
1999,District of Columbia,0.134,0.071,0.161,0.633
1999,Florida,0.163,0.043,0.268,0.526
1999,Georgia,0.183,0.054000000000000006,0.225,0.537
1999,Hawaii,0.14400000000000002,0.040999999999999995,0.22899999999999998,0.586
1999,Idaho,0.16,0.055,0.243,0.542
1999,Illinois,0.198,0.045,0.23800000000000002,0.519
1999,Indiana,0.225,0.045,0.22,0.51
1999,Iowa,0.18899999999999997,0.046,0.24600000000000002,0.519
1999,Kansas,0.18100000000000002,0.03,0.225,0.564
1999,Kentucky,0.256,0.042,0.23199999999999998,0.47100000000000003
1999,Louisiana,0.187,0.048,0.207,0.5579999999999999
1999,Maine,0.198,0.035,0.295,0.47200000000000003
1999,Maryland,0.155,0.048,0.242,0.555
1999,Massachusetts,0.152,0.040999999999999995,0.258,0.55
1999,Michigan,0.195,0.055999999999999994,0.23600000000000002,0.513
1999,Minnesota,0.151,0.044000000000000004,0.2,0.605
1999,Mississippi,0.185,0.044000000000000004,0.203,0.568
1999,Missouri,0.22699999999999998,0.043,0.247,0.48200000000000004
1999,Montana,0.16,0.042,0.27699999999999997,0.521
1999,Nationwide (States and DC),0.18,0.048,0.24,0.524
1999,"Nationwide (States, DC, and Territories)",0.18,0.048,0.24,0.525
1999,Nebraska,0.182,0.05,0.221,0.547
1999,Nevada,0.243,0.07200000000000001,0.29,0.395
1999,New Hampshire,0.18,0.043,0.29,0.48700000000000004
1999,New Jersey,0.146,0.06,0.213,0.581
1999,New Mexico,0.16399999999999998,0.06,0.24600000000000002,0.529
1999,New York,0.17,0.048,0.231,0.551
1999,North Carolina,0.21,0.042,0.23199999999999998,0.516
1999,North Dakota,0.17,0.051,0.247,0.531
1999,Ohio,0.23600000000000002,0.04,0.24,0.484
1999,Oklahoma,0.22399999999999998,0.027999999999999997,0.187,0.561
1999,Oregon,0.161,0.054000000000000006,0.281,0.505
1999,Pennsylvania,0.184,0.047,0.233,0.536
1999,Puerto Rico,0.09699999999999999,0.04,0.153,0.71
1999,Rhode Island,0.17800000000000002,0.044000000000000004,0.256,0.522
1999,South Carolina,0.18,0.055999999999999994,0.204,0.56
1999,South Dakota,0.17600000000000002,0.048,0.251,0.524
1999,Tennessee,0.21899999999999997,0.028999999999999998,0.207,0.544
1999,Texas,0.15,0.075,0.233,0.5429999999999999
1999,Utah,0.10300000000000001,0.037000000000000005,0.17300000000000001,0.688
1999,Vermont,0.16899999999999998,0.048,0.267,0.516
1999,Virginia,0.17,0.043,0.253,0.5329999999999999
1999,Washington,0.17,0.053,0.268,0.508
1999,West Virginia,0.23800000000000002,0.033,0.23800000000000002,0.49
1999,Wisconsin,0.179,0.057999999999999996,0.28600000000000003,0.47700000000000004
1999,Wyoming,0.191,0.048,0.249,0.512
1998,Alabama,0.19399999999999998,0.052000000000000005,0.215,0.539
1998,Alaska,0.198,0.063,0.254,0.484
1998,Arizona,0.198,0.021,0.17300000000000001,0.609
1998,Arkansas,0.222,0.037000000000000005,0.242,0.499
1998,California,0.136,0.055999999999999994,0.262,0.546
1998,Colorado,0.171,0.057,0.243,0.529
1998,Connecticut,0.153,0.055999999999999994,0.282,0.509
1998,Delaware,0.207,0.037000000000000005,0.245,0.51
1998,District of Columbia,0.151,0.066,0.17,0.613
1998,Florida,0.18,0.04,0.261,0.519
1998,Georgia,0.19699999999999998,0.039,0.21899999999999997,0.545
1998,Hawaii,0.158,0.037000000000000005,0.261,0.544
1998,Idaho,0.158,0.045,0.252,0.546
1998,Illinois,0.17,0.061,0.25,0.519
1998,Indiana,0.207,0.053,0.26,0.48
1998,Iowa,0.183,0.051,0.237,0.53
1998,Kansas,0.174,0.037000000000000005,0.218,0.5710000000000001
1998,Kentucky,0.28,0.027999999999999997,0.22899999999999998,0.46299999999999997
1998,Louisiana,0.205,0.05,0.198,0.547
1998,Maine,0.19399999999999998,0.028999999999999998,0.313,0.46399999999999997
1998,Maryland,0.16699999999999998,0.057,0.242,0.534
1998,Massachusetts,0.166,0.043,0.28,0.511
1998,Michigan,0.226,0.048,0.254,0.47200000000000003
1998,Minnesota,0.133,0.047,0.18600000000000003,0.634
1998,Mississippi,0.191,0.05,0.21899999999999997,0.54
1998,Missouri,0.223,0.04,0.237,0.5
1998,Montana,0.185,0.028999999999999998,0.267,0.518
1998,Nationwide (States and DC),0.185,0.045,0.243,0.52
1998,"Nationwide (States, DC, and Territories)",0.185,0.046,0.243,0.522
1998,Nebraska,0.174,0.046,0.244,0.535
1998,Nevada,0.23600000000000002,0.067,0.24,0.456
1998,New Hampshire,0.182,0.05,0.285,0.48200000000000004
1998,New Jersey,0.152,0.039,0.264,0.545
1998,New Mexico,0.162,0.064,0.243,0.532
1998,New York,0.184,0.057,0.243,0.516
1998,North Carolina,0.205,0.042,0.23399999999999999,0.519
1998,North Dakota,0.17,0.03,0.282,0.518
1998,Ohio,0.21600000000000003,0.045,0.23600000000000002,0.503
1998,Oklahoma,0.20199999999999999,0.036000000000000004,0.196,0.565
1998,Oregon,0.163,0.048,0.27399999999999997,0.516
1998,Pennsylvania,0.19399999999999998,0.044000000000000004,0.22899999999999998,0.5329999999999999
1998,Puerto Rico,0.10099999999999999,0.052000000000000005,0.168,0.679
1998,Rhode Island,0.182,0.044000000000000004,0.29,0.484
1998,South Carolina,0.196,0.051,0.207,0.546
1998,South Dakota,0.22,0.052000000000000005,0.204,0.524
1998,Tennessee,0.22699999999999998,0.033,0.215,0.524
1998,Texas,0.156,0.063,0.226,0.555
1998,Utah,0.105,0.037000000000000005,0.187,0.6709999999999999
1998,Vermont,0.18600000000000003,0.037000000000000005,0.28600000000000003,0.491
1998,Virginia,0.18100000000000002,0.048,0.23199999999999998,0.539
1998,Washington,0.16899999999999998,0.045,0.276,0.511
1998,West Virginia,0.249,0.031,0.23800000000000002,0.483
1998,Wisconsin,0.187,0.047,0.294,0.47200000000000003
1998,Wyoming,0.19,0.039,0.252,0.52
1997,Alabama,0.20800000000000002,0.039,0.22,0.5329999999999999
1997,Alaska,0.223,0.042,0.247,0.488
1997,Arizona,0.184,0.027000000000000003,0.136,0.653
1997,Arkansas,0.248,0.037000000000000005,0.20199999999999999,0.514
1997,California,0.126,0.059000000000000004,0.26899999999999996,0.546
1997,Colorado,0.17,0.055,0.255,0.519
1997,Connecticut,0.172,0.044000000000000004,0.29100000000000004,0.493
1997,Delaware,0.223,0.043,0.265,0.469
1997,District of Columbia,0.11800000000000001,0.07,0.158,0.654
1997,Florida,0.198,0.038,0.264,0.5
1997,Georgia,0.17600000000000002,0.048,0.153,0.623
1997,Hawaii,0.14300000000000002,0.044000000000000004,0.264,0.5489999999999999
1997,Idaho,0.156,0.043,0.243,0.5579999999999999
1997,Illinois,0.17800000000000002,0.054000000000000006,0.258,0.51
1997,Indiana,0.217,0.047,0.235,0.502
1997,Iowa,0.187,0.044000000000000004,0.24,0.529
1997,Kansas,0.183,0.043,0.19399999999999998,0.58
1997,Kentucky,0.276,0.031,0.235,0.45799999999999996
1997,Louisiana,0.192,0.053,0.21899999999999997,0.536
1997,Maine,0.198,0.028999999999999998,0.31,0.46299999999999997
1997,Maryland,0.17600000000000002,0.028999999999999998,0.228,0.568
1997,Massachusetts,0.16399999999999998,0.040999999999999995,0.297,0.498
1997,Michigan,0.212,0.048,0.25,0.489
1997,Minnesota,0.16699999999999998,0.052000000000000005,0.22399999999999998,0.557
1997,Mississippi,0.19,0.040999999999999995,0.213,0.556
1997,Missouri,0.24600000000000002,0.04,0.21600000000000003,0.49700000000000005
1997,Montana,0.18,0.025,0.266,0.529
1997,Nationwide (States and DC),0.191,0.043,0.243,0.519
1997,"Nationwide (States, DC, and Territories)",0.191,0.043,0.243,0.521
1997,Nebraska,0.185,0.036000000000000004,0.22699999999999998,0.552
1997,Nevada,0.23399999999999999,0.046,0.254,0.466
1997,New Hampshire,0.2,0.047,0.313,0.44
1997,New Jersey,0.166,0.047,0.262,0.524
1997,New Mexico,0.155,0.065,0.253,0.526
1997,New York,0.191,0.04,0.237,0.532
1997,North Carolina,0.21,0.049,0.22399999999999998,0.518
1997,North Dakota,0.19699999999999998,0.026000000000000002,0.244,0.5329999999999999
1997,Ohio,0.23199999999999998,0.019,0.22699999999999998,0.522
1997,Oklahoma,0.214,0.032,0.191,0.563
1997,Oregon,0.162,0.045,0.304,0.489
1997,Pennsylvania,0.2,0.042,0.22699999999999998,0.531
1997,Puerto Rico,0.094,0.05,0.157,0.6990000000000001
1997,Rhode Island,0.19699999999999998,0.046,0.267,0.49
1997,South Carolina,0.20199999999999999,0.032,0.2,0.5660000000000001
1997,South Dakota,0.188,0.055999999999999994,0.258,0.499
1997,Tennessee,0.237,0.033,0.213,0.517
1997,Texas,0.162,0.063,0.203,0.5710000000000001
1997,Utah,0.111,0.026000000000000002,0.172,0.69
1997,Vermont,0.195,0.038,0.29100000000000004,0.47700000000000004
1997,Virginia,0.188,0.055999999999999994,0.258,0.498
1997,Washington,0.18600000000000003,0.052000000000000005,0.26899999999999996,0.493
1997,West Virginia,0.245,0.028999999999999998,0.243,0.48200000000000004
1997,Wisconsin,0.19699999999999998,0.035,0.253,0.515
1997,Wyoming,0.195,0.045,0.254,0.506
1996,Alabama,0.17600000000000002,0.048,0.215,0.561
1996,Alaska,0.217,0.06,0.26,0.46299999999999997
1996,Arizona,0.19899999999999998,0.039,0.251,0.512
1996,Arkansas,0.21899999999999997,0.034,0.18,0.5670000000000001
1996,California,0.13,0.055999999999999994,0.25,0.564
1996,Colorado,0.16699999999999998,0.061,0.242,0.531
1996,Connecticut,0.174,0.044000000000000004,0.282,0.5
1996,Delaware,0.21,0.033,0.268,0.49
1996,District of Columbia,0.149,0.055999999999999994,0.17800000000000002,0.617
1996,Florida,0.18100000000000002,0.037000000000000005,0.307,0.475
1996,Georgia,0.17300000000000001,0.03,0.142,0.6559999999999999
1996,Hawaii,0.183,0.04,0.24100000000000002,0.537
1996,Idaho,0.168,0.044000000000000004,0.228,0.56
1996,Illinois,0.204,0.044000000000000004,0.23399999999999999,0.518
1996,Indiana,0.249,0.037000000000000005,0.237,0.47600000000000003
1996,Iowa,0.196,0.04,0.23800000000000002,0.526
1996,Kansas,0.18600000000000003,0.035,0.195,0.584
1996,Kentucky,0.27899999999999997,0.038,0.23199999999999998,0.452
1996,Louisiana,0.21899999999999997,0.04,0.215,0.527
1996,Maine,0.226,0.027999999999999997,0.278,0.469
1996,Maryland,0.179,0.03,0.23399999999999999,0.557
1996,Massachusetts,0.184,0.049,0.304,0.462
1996,Michigan,0.21,0.047,0.259,0.485
1996,Minnesota,0.156,0.05,0.231,0.563
1996,Mississippi,0.19699999999999998,0.035,0.21100000000000002,0.557
1996,Missouri,0.226,0.052000000000000005,0.247,0.475
1996,Montana,0.191,0.026000000000000002,0.27,0.513
1996,Nationwide (States and DC),0.196,0.04,0.24,0.52
1996,"Nationwide (States, DC, and Territories)",0.195,0.04,0.23800000000000002,0.522
1996,Nebraska,0.195,0.026000000000000002,0.23600000000000002,0.5429999999999999
1996,Nevada,0.251,0.03,0.268,0.45
1996,New Hampshire,0.20600000000000002,0.042,0.29100000000000004,0.461
1996,New Jersey,0.17800000000000002,0.049,0.247,0.526
1996,New Mexico,0.16699999999999998,0.062,0.242,0.53
1996,New York,0.192,0.04,0.237,0.531
1996,North Carolina,0.21899999999999997,0.038,0.231,0.512
1996,North Dakota,0.195,0.039,0.255,0.512
1996,Ohio,0.257,0.027000000000000003,0.214,0.502
1996,Oklahoma,0.215,0.025,0.184,0.575
1996,Oregon,0.191,0.043,0.27699999999999997,0.489
1996,Pennsylvania,0.203,0.042,0.23199999999999998,0.523
1996,Puerto Rico,0.094,0.051,0.16,0.695
1996,Rhode Island,0.17800000000000002,0.047,0.271,0.504
1996,South Carolina,0.214,0.03,0.20199999999999999,0.5529999999999999
1996,South Dakota,0.179,0.027999999999999997,0.252,0.541
1996,Tennessee,0.25,0.028999999999999998,0.19899999999999998,0.522
1996,Texas,0.17,0.059000000000000004,0.212,0.5589999999999999
1996,Vermont,0.18899999999999997,0.052000000000000005,0.292,0.467
1996,Virginia,0.196,0.052000000000000005,0.22899999999999998,0.523
1996,Washington,0.191,0.044000000000000004,0.268,0.49700000000000005
1996,West Virginia,0.239,0.027999999999999997,0.22899999999999998,0.505
1996,Wisconsin,0.19699999999999998,0.052000000000000005,0.259,0.49200000000000005
1996,Wyoming,0.201,0.045,0.251,0.503
1995,Alabama,0.21899999999999997,0.021,0.21100000000000002,0.5479999999999999
1995,Alaska,0.223,0.026000000000000002,0.272,0.479
1995,Arizona,0.203,0.024,0.256,0.517
1995,Arkansas,0.22699999999999998,0.023,0.235,0.515
1995,California,0.127,0.025,0.282,0.5670000000000001
1995,Colorado,0.179,0.036000000000000004,0.27399999999999997,0.511
1995,Connecticut,0.18600000000000003,0.02,0.28800000000000003,0.507
1995,Delaware,0.23,0.023,0.258,0.489
1995,Florida,0.203,0.027000000000000003,0.285,0.485
1995,Georgia,0.184,0.019,0.18100000000000002,0.616
1995,Hawaii,0.151,0.025,0.21600000000000003,0.609
1995,Idaho,0.18,0.016,0.24100000000000002,0.562
1995,Illinois,0.19899999999999998,0.028999999999999998,0.237,0.534
1995,Indiana,0.243,0.027000000000000003,0.23,0.5
1995,Iowa,0.20199999999999999,0.028999999999999998,0.239,0.53
1995,Kansas,0.18600000000000003,0.03,0.243,0.541
1995,Kentucky,0.249,0.027000000000000003,0.223,0.501
1995,Louisiana,0.21100000000000002,0.04,0.223,0.527
1995,Maine,0.222,0.025,0.272,0.48100000000000004
1995,Maryland,0.18,0.031,0.20600000000000002,0.583
1995,Massachusetts,0.188,0.027999999999999997,0.3,0.484
1995,Michigan,0.215,0.040999999999999995,0.28300000000000003,0.462
1995,Minnesota,0.174,0.028999999999999998,0.23600000000000002,0.561
1995,Mississippi,0.205,0.027999999999999997,0.20800000000000002,0.5579999999999999
1995,Missouri,0.21899999999999997,0.022000000000000002,0.271,0.488
1995,Montana,0.18899999999999997,0.022000000000000002,0.292,0.498
1995,Nationwide (States and DC),0.19899999999999998,0.026000000000000002,0.253,0.516
1995,"Nationwide (States, DC, and Territories)",0.19899999999999998,0.026000000000000002,0.253,0.516
1995,Nebraska,0.19399999999999998,0.024,0.257,0.525
1995,Nevada,0.233,0.025,0.268,0.474
1995,New Hampshire,0.188,0.023,0.327,0.462
1995,New Jersey,0.153,0.037000000000000005,0.253,0.557
1995,New Mexico,0.17600000000000002,0.031,0.27699999999999997,0.517
1995,New York,0.191,0.022000000000000002,0.253,0.534
1995,North Carolina,0.23,0.027000000000000003,0.226,0.516
1995,North Dakota,0.201,0.025,0.242,0.532
1995,Ohio,0.23600000000000002,0.022000000000000002,0.24,0.502
1995,Oklahoma,0.20199999999999999,0.013000000000000001,0.174,0.612
1995,Oregon,0.185,0.032,0.284,0.499
1995,Pennsylvania,0.204,0.033,0.28300000000000003,0.48
1995,Rhode Island,0.213,0.035,0.292,0.46
1995,South Carolina,0.209,0.025,0.204,0.561
1995,South Dakota,0.198,0.019,0.24,0.542
1995,Tennessee,0.242,0.019,0.198,0.541
1995,Texas,0.19899999999999998,0.036000000000000004,0.237,0.528
1995,Vermont,0.18899999999999997,0.032,0.315,0.465
1995,Virginia,0.187,0.027000000000000003,0.252,0.535
1995,Washington,0.175,0.024,0.299,0.502
1995,West Virginia,0.237,0.019,0.233,0.511
1995,Wisconsin,0.182,0.035,0.276,0.507
1995,Wyoming,0.191,0.028999999999999998,0.268,0.512
